distance_delta,packet_rate_delta,energy_delta,is_hijack,is_flooder_attack,is_faker_attack,attack_success
33,129,11,False,True,True,True
8,75,6,False,True,False,True
38,127,16,False,True,True,True
187,51,2,True,False,True,True
82,43,8,True,False,True,True
13,44,9,False,False,True,True
78,164,20,True,True,True,True
5,51,3,False,True,False,True
12,86,19,False,True,True,False
117,196,6,True,True,True,True
74,113,13,True,True,True,True
74,142,7,True,True,True,True
104,194,9,True,True,True,True
132,139,4,True,True,True,True
97,10,11,True,True,True,True
184,43,20,True,False,True,True
76,153,8,True,True,True,True
171,186,14,True,True,True,True
70,165,15,True,True,True,True
181,146,18,True,True,True,True
25,0,4,False,False,True,True
161,134,18,True,True,True,True
151,71,9,True,True,True,True
67,166,9,True,True,True,True
23,93,12,True,True,True,True
57,82,15,False,True,True,True
153,136,10,True,True,True,True
58,158,11,True,True,True,True
183,188,5,True,True,False,True
40,110,5,False,True,False,True
147,193,10,True,True,True,True
57,64,10,False,True,True,True
179,193,12,True,True,True,True
76,66,12,True,True,True,True
195,6,13,True,False,True,True
109,166,17,True,True,True,True
119,171,8,True,True,True,True
176,109,18,True,True,True,True
73,163,14,True,True,True,True
51,121,4,True,True,True,True
178,165,10,True,True,True,True
60,145,20,False,True,True,False
75,140,15,True,True,True,True
145,38,7,True,True,True,True
166,79,2,True,True,False,True
54,94,2,True,True,False,True
142,154,14,True,True,True,True
90,102,15,True,True,True,True
104,94,11,True,True,True,True
87,97,20,True,True,True,True
5,168,1,False,True,False,True
84,15,7,True,False,True,True
80,164,6,True,True,True,True
87,37,1,True,False,False,True
136,28,18,True,True,True,True
110,66,8,True,True,True,True
123,17,4,True,False,False,True
103,164,18,True,True,True,True
126,62,5,True,True,True,True
102,193,2,True,True,False,True
101,131,3,True,True,False,True
142,107,4,True,True,True,True
70,119,10,True,True,True,True
34,79,14,False,True,True,False
131,90,14,True,True,True,True
160,78,12,True,True,True,True
37,131,6,False,True,True,False
5,195,2,False,True,False,False
118,16,11,True,False,True,True
64,189,3,True,True,True,True
191,92,6,True,True,False,True
23,12,2,False,False,False,False
62,179,5,True,True,True,True
64,59,1,True,True,False,True
67,25,6,True,False,False,False
117,106,8,True,True,True,True
132,180,12,True,True,True,True
121,131,5,True,True,False,True
180,1,13,True,False,True,True
53,126,13,False,True,True,True
21,58,0,False,True,False,True
139,68,7,True,True,True,True
43,0,9,True,False,True,True
177,133,5,True,True,False,True
194,103,9,True,True,True,True
170,17,15,True,False,True,False
108,137,3,True,True,False,True
124,45,4,True,False,True,False
190,107,1,True,True,False,True
198,118,14,True,True,True,True
99,107,4,True,True,True,True
74,177,13,True,True,True,True
63,100,20,True,True,True,True
184,186,6,True,True,True,True
134,79,13,True,True,True,True
19,117,19,False,True,True,True
136,195,6,True,True,True,True
197,140,7,True,True,True,True
79,177,18,True,True,True,True
38,160,12,False,True,True,True
61,55,17,True,True,True,True
136,193,5,True,True,False,True
170,13,17,True,False,True,True
184,195,2,True,True,True,True
98,135,17,True,True,True,True
125,78,5,True,True,False,True
170,9,8,True,False,True,True
183,56,10,True,True,True,True
165,99,9,True,True,True,True
21,30,2,False,False,False,False
28,80,15,False,True,True,False
196,171,11,True,True,True,True
124,38,15,True,False,True,True
156,38,9,True,False,True,False
175,4,18,True,False,True,True
3,64,1,False,True,False,True
56,11,18,False,False,True,True
44,144,0,True,True,False,True
86,85,12,True,True,True,True
5,100,12,False,True,True,False
55,142,19,False,True,True,True
185,124,17,True,True,True,True
65,85,8,True,True,True,True
100,136,3,True,True,False,True
113,159,12,True,True,True,True
2,75,12,False,True,True,True
16,172,20,False,True,True,False
14,167,9,False,True,True,False
186,62,4,True,True,False,True
176,134,14,True,True,True,True
45,89,10,False,True,True,True
180,31,4,True,True,False,True
8,178,14,False,True,True,False
117,151,9,True,True,True,True
81,38,16,True,True,True,True
87,122,11,True,True,True,True
9,28,2,False,False,True,True
4,5,20,False,False,True,False
109,169,8,True,True,True,True
13,71,18,False,True,True,False
46,159,2,False,True,True,True
187,157,1,True,True,False,True
89,135,2,True,True,False,True
105,106,0,True,True,False,True
84,92,17,True,True,True,True
193,141,2,True,True,False,False
34,119,12,True,True,True,True
31,27,0,True,False,False,True
194,140,7,True,True,True,True
59,72,7,True,True,True,True
80,145,1,True,True,False,True
71,94,12,True,True,True,True
93,115,0,True,True,False,True
120,12,2,True,True,True,True
132,15,0,True,False,False,True
193,103,2,True,True,True,True
121,123,3,True,True,True,True
2,75,9,False,True,True,True
38,120,7,False,True,False,False
170,200,16,True,True,True,True
160,143,16,True,True,True,True
76,82,19,True,True,True,True
162,181,3,True,True,False,True
4,156,11,False,True,True,True
110,85,14,True,True,True,True
146,154,13,True,True,True,True
7,89,3,False,True,True,True
67,101,10,True,True,True,True
79,63,1,True,True,False,True
19,120,16,False,True,True,True
62,75,14,True,True,True,True
54,195,0,True,True,False,True
199,137,11,True,True,True,True
180,146,3,True,True,False,False
97,118,13,True,True,True,True
70,73,12,True,True,True,True
89,157,13,True,True,True,True
142,187,6,True,True,False,True
46,183,12,False,True,True,True
39,179,14,True,True,True,True
7,72,9,False,True,True,True
104,36,19,True,True,True,True
21,82,9,False,True,True,True
138,89,17,True,True,True,True
171,110,20,True,True,True,True
109,42,15,True,False,True,True
49,194,2,False,True,False,True
119,151,14,True,True,True,True
116,8,0,True,False,False,False
58,137,20,True,True,True,True
58,7,10,False,False,True,True
74,148,2,True,True,False,True
118,116,2,True,True,False,True
131,55,3,True,True,False,False
71,195,3,True,True,False,True
12,51,4,False,True,True,False
93,166,17,True,True,True,True
108,131,6,True,True,True,True
114,197,7,True,True,True,True
92,175,17,True,True,True,True
9,127,6,False,True,True,True
125,34,0,True,False,False,True
142,41,13,True,False,True,True
200,69,2,True,True,False,True
185,175,12,True,True,True,True
80,78,1,True,True,False,False
141,110,3,True,True,False,True
179,121,4,True,True,True,True
30,192,5,True,True,True,True
68,5,0,True,False,False,True
166,2,1,True,False,False,True
31,111,19,False,True,True,True
151,173,3,True,True,False,True
154,153,17,True,True,True,True
49,184,17,False,True,True,True
33,133,10,False,True,True,True
29,70,10,False,True,True,False
85,80,11,True,True,True,True
163,75,3,True,True,True,True
141,154,12,True,True,True,True
89,103,3,True,True,False,False
119,11,15,True,False,True,True
115,101,9,True,True,True,True
56,32,19,True,False,True,True
81,142,12,True,True,True,True
40,184,9,True,True,True,True
13,134,13,False,True,True,True
60,69,17,False,True,True,True
48,197,19,False,True,True,False
140,94,13,True,True,True,True
171,186,15,True,True,True,True
27,2,18,False,False,True,False
88,99,11,True,True,True,True
68,99,9,True,True,True,True
93,186,6,True,True,False,False
199,92,5,True,True,True,True
69,81,10,True,True,True,True
122,43,15,True,True,True,True
18,93,14,False,True,True,True
87,111,13,True,True,True,True
0,177,1,False,True,False,False
137,39,11,True,False,True,True
47,104,11,False,True,True,True
54,49,6,True,False,False,False
44,174,10,True,True,True,True
30,185,0,False,True,False,True
102,200,19,True,True,True,True
135,7,12,True,False,True,False
188,83,7,True,True,False,True
77,158,12,True,True,True,True
7,100,1,False,True,False,True
191,90,6,True,True,False,True
72,188,2,True,True,False,True
134,53,0,True,True,False,True
123,167,13,True,True,True,True
49,75,13,False,True,True,False
158,20,12,True,False,True,True
91,124,14,True,True,True,True
173,134,11,True,True,True,True
112,42,5,True,False,False,True
41,182,4,False,True,False,True
134,43,8,True,True,True,True
26,181,12,False,True,True,True
36,174,14,False,True,True,True
53,143,19,False,True,True,True
47,161,3,True,True,False,False
79,188,20,True,True,True,True
45,182,13,False,True,True,True
30,200,19,False,True,True,False
91,1,5,True,False,True,True
14,156,5,False,True,True,True
81,153,13,True,True,True,True
149,109,20,True,True,True,True
42,34,9,False,False,True,True
122,96,8,True,True,True,True
149,108,4,True,True,False,True
62,49,1,False,False,False,False
23,14,5,False,False,False,False
111,47,19,True,False,True,True
6,135,0,False,True,False,False
124,48,14,True,False,True,True
64,128,0,True,True,False,True
167,117,2,True,True,False,True
51,192,15,False,True,True,True
24,178,7,False,True,True,True
181,157,2,True,True,False,True
57,5,18,True,False,True,True
22,4,11,False,False,True,True
199,45,0,True,False,False,True
89,25,13,True,False,True,False
110,185,4,True,True,True,True
73,92,8,True,True,True,True
55,153,15,False,True,True,True
107,49,14,True,False,True,True
82,110,0,True,True,False,True
30,156,17,False,True,True,True
73,30,3,True,True,True,True
69,157,15,True,True,True,True
189,29,18,True,False,True,True
15,152,6,True,True,False,True
191,198,20,True,True,True,True
39,196,19,False,True,True,True
11,194,6,False,True,True,True
170,92,15,True,True,True,True
169,65,17,True,True,True,True
21,160,2,True,True,False,True
109,177,12,True,True,True,True
174,153,13,True,True,True,True
122,7,5,True,False,True,True
53,31,9,True,False,True,True
102,121,4,True,True,False,False
86,28,4,True,False,False,True
172,164,5,True,True,False,True
170,74,20,True,True,True,True
186,73,16,True,True,True,True
61,104,14,True,True,True,True
79,76,6,True,True,True,True
198,127,8,True,True,True,True
166,0,7,True,False,True,True
123,161,3,True,True,False,True
153,138,7,True,True,False,True
12,150,18,False,True,True,True
54,120,20,True,True,True,True
112,3,13,True,False,True,True
37,113,2,False,True,False,True
9,65,14,False,True,True,True
37,126,9,True,True,True,True
149,128,6,True,True,False,True
52,132,8,False,True,True,True
98,15,13,True,False,True,True
93,156,11,True,True,True,True
111,90,15,True,True,True,True
15,83,2,False,True,False,False
45,122,14,True,True,True,True
19,121,19,False,True,True,True
181,116,11,True,True,True,True
188,44,20,True,True,True,True
105,194,13,True,True,True,True
129,138,9,True,True,True,True
140,4,7,True,False,False,True
12,8,20,False,False,True,False
181,132,8,True,True,True,True
178,130,5,True,True,True,True
37,7,8,True,False,True,True
130,108,16,True,True,True,True
12,139,3,False,True,True,True
116,87,11,True,True,True,True
118,89,11,True,True,True,True
200,130,17,True,True,True,True
200,122,9,True,True,True,True
53,3,11,False,False,True,True
33,78,15,False,True,True,True
157,15,15,True,False,True,True
58,180,15,False,True,True,True
61,39,16,True,False,True,True
128,8,17,True,True,True,True
79,11,6,True,False,False,True
6,47,4,False,False,False,False
199,167,20,True,True,True,True
50,24,1,False,False,False,False
127,184,16,True,True,True,True
39,128,16,True,True,True,True
34,189,15,False,True,True,True
110,94,6,True,True,True,True
132,60,13,True,True,True,True
22,7,0,False,False,False,False
194,55,9,True,True,True,True
198,139,5,True,True,False,True
52,113,2,True,True,False,True
185,13,14,True,False,True,False
14,197,2,False,True,False,True
162,197,17,True,True,True,True
106,15,12,True,True,True,True
83,170,19,True,True,True,True
80,181,20,True,True,True,True
106,83,15,True,True,True,True
100,168,15,True,True,True,True
191,113,4,True,True,False,False
67,128,20,True,True,True,True
168,44,10,True,True,True,True
83,25,15,True,False,True,False
141,142,6,True,True,False,True
75,82,10,True,True,True,True
66,156,3,True,True,True,True
117,46,16,True,True,True,True
161,106,13,True,True,True,True
144,75,17,True,True,True,True
141,161,6,True,True,True,True
188,81,0,True,True,False,True
4,184,17,False,True,True,True
148,188,6,True,True,True,True
26,147,1,False,True,False,True
164,48,1,True,False,False,True
73,6,17,True,False,True,False
133,136,6,True,True,False,True
192,192,5,True,True,False,True
135,56,16,True,True,True,True
84,158,11,True,True,True,True
139,26,1,True,True,True,True
193,91,11,True,True,True,True
190,149,7,True,True,True,True
60,116,8,True,True,False,True
28,71,3,False,True,False,True
80,183,9,True,True,True,True
89,159,14,True,True,True,True
140,18,11,True,False,True,False
6,163,11,False,True,True,True
77,107,17,True,True,True,True
108,10,16,True,False,True,True
41,86,12,False,True,True,True
19,176,1,False,True,False,True
39,94,12,True,True,True,True
83,37,18,True,False,True,True
140,100,19,True,True,True,True
184,84,12,True,True,True,True
183,154,16,True,True,True,True
89,126,15,True,True,True,True
114,56,9,True,True,True,True
88,148,12,True,True,True,True
58,197,12,False,True,True,False
11,78,12,False,True,True,True
181,19,11,True,False,True,True
179,135,11,True,True,True,True
54,11,9,False,False,True,True
120,94,3,True,True,False,True
195,136,7,True,True,True,True
129,73,19,True,True,True,True
43,132,13,False,True,True,True
59,190,11,True,True,True,True
141,28,20,True,False,True,True
12,79,10,False,True,True,True
20,184,0,False,True,False,True
119,73,1,True,True,False,False
63,110,6,True,True,False,True
118,156,6,True,True,True,True
96,74,12,True,True,True,True
162,198,18,True,True,True,True
45,61,14,False,True,True,False
178,123,11,True,True,True,True
161,42,17,True,False,True,True
61,155,19,True,True,True,True
129,13,16,True,False,True,True
151,50,17,True,True,True,True
